"study_route","gender","age_group","marital_status","education_level","occupation","monthly_income","length_of_stay","primary_transport_mode","uses_trotro","uses_taxi","uses_tricycle","uses_motorcycle","travel_purpose","travels_for_work","travels_for_school","travels_for_shopping","travels_for_social","transport_frequency_weekly","fare_per_trip","fare_affordability","schedule_reliability","vehicle_comfort","service_safety","driver_courtesy","common_problems","problem_long_waiting","problem_overcrowding","problem_high_fares","problem_reckless_driving","problem_poor_roads","delay_frequency","accident_concern","faces_harassment","transport_choice_factors","choice_factor_cost","choice_factor_speed","choice_factor_comfort","choice_factor_safety","choice_factor_availability","congestion_level","peak_traffic_time","daily_traffic_time","road_network_adequate","greatest_mobility_challenges","challenge_workers","challenge_students","challenge_traders","challenge_disabled","challenge_elderly","coping_strategies","coping_leave_early","coping_alt_routes","coping_switch_mode","coping_wait_patiently","switched_transport_mode","more_buses_helpful","infrastructure_improvements","improve_expand_roads","improve_walkways","improve_brt","improve_traffic_mgmt","transport_unions_role","overall_service_quality","accessible_to_low_income","biggest_transport_problem","biggest_problem_congestion","biggest_problem_inadequate","biggest_problem_infrastructure","biggest_problem_fares","biggest_problem_safety","govt_intervention_needed","support_modern_systems"
"Sofoline – Adum Road","Female","46–55 years","Divorced/Separated","Senior High School (SHS)","Self-employed/trader","GHC 2,000 and above","More than 10 years","Trotro (minibus) Taxi",1,1,0,0,"Work/Business Shopping/Errands",1,0,1,0,"More than 7 times",20,"Affordable","Satisfied","Very uncomfortable","Unsafe","Courteous","Long waiting times Overcrowding High fares Reckless driving",1,1,1,1,0,"Sometimes","Very concerned",FALSE,"Cost Availability",1,0,0,0,1,"Severe","Evening [4–8 pm]","30–60 minutes",TRUE,"Students Persons with disabilities",0,1,0,1,0,"Use alternative routes",0,1,0,0,TRUE,"Disagree","Expanding road networks Developing bus rapid transit [BRT]",1,0,1,0,"Ineffective","Good",FALSE,"Congestion Poor infrastructure High fares Safety issues",1,0,1,1,1,"Agree",TRUE
"Sofoline – Adum Road","Female","46–55 years","Widowed","Junior High School (JHS)","Self-employed/trader","GHC 2,000 and above","More than 10 years","Trotro (minibus) Taxi",1,1,0,0,"Work/Business Shopping/Errands",1,0,1,0,"More than 7 times",25,"Expensive","Dissatisfied","Uncomfortable","Unsafe","Rude","Long waiting times Overcrowding Poor road conditions",1,1,0,0,1,"Sometimes","Very concerned",FALSE,"Cost Availability",1,0,0,0,1,"Severe","Evening [4–8 pm]","30–60 minutes",TRUE,"Students Persons with disabilities Elderly",0,1,0,1,1,"Use alternative routes Switch to another transport mode",0,1,1,0,TRUE,"Agree","Expanding road networks Developing bus rapid transit [BRT] Improving traffic management systems",1,0,1,1,"Effective","Good",TRUE,"Congestion High fares Safety issues",1,0,0,1,1,"Agree",TRUE
"Sofoline – Adum Road","Female","46–55 years","Widowed","Senior High School (SHS)","Self-employed/trader","GHC 2,000 and above","More than 10 years","Trotro (minibus) Taxi Tricycle (Pragya)",1,1,1,0,"Work/Business Shopping/Errands",1,0,1,0,"More than 7 times",15,"Affordable","Satisfied","Very uncomfortable","Very unsafe","Rude","High fares Poor road conditions",0,0,1,0,1,"Often","Concerned",FALSE,"Cost Availability",1,0,0,0,1,"Severe","Evening [4–8 pm]","30–60 minutes",TRUE,"Students Persons with disabilities Elderly",0,1,0,1,1,"Use alternative routes Switch to another transport mode",0,1,1,0,TRUE,"Agree","Expanding road networks Developing bus rapid transit [BRT]",1,0,1,0,"Effective","Good",TRUE,"Congestion Inadequate services Poor infrastructure High fares Safety issues",1,1,1,1,1,"Strongly agree",TRUE
"Sofoline – Adum Road","Male","46–55 years","Widowed","Senior High School (SHS)","Public sector employee","GHC 2,000 and above","7–10 years","Trotro (minibus) Taxi",1,1,0,0,"Work/Business Shopping/Errands Social/Religious activities",1,0,1,1,"More than 7 times",12,"Affordable","Satisfied","Uncomfortable","Unsafe","Courteous","Long waiting times Overcrowding High fares Reckless driving Poor road conditions",1,1,1,1,1,"Often","Very concerned",FALSE,"Cost Availability",1,0,0,0,1,"Severe","Evening [4–8 pm]","30–60 minutes",TRUE,"Students Persons with disabilities Elderly",0,1,0,1,1,"Use alternative routes Switch to another transport mode",0,1,1,0,TRUE,"Agree","Expanding road networks Building pedestrian walkways Developing bus rapid transit [BRT] Improving traffic management systems",1,1,1,1,"Effective","Good",TRUE,"Congestion Inadequate services Poor infrastructure High fares Safety issues",1,1,1,1,1,"Strongly agree",TRUE
"Sofoline – Adum Road","Male","46–55 years","Married","Tertiary (College/University/Polytechnic)","Public sector employee","GHC 1,500 – 1,999","4–6 years","Taxi",0,1,0,0,"Work/Business Shopping/Errands",1,0,1,0,"6–7 times",25,"Affordable","Dissatisfied","Uncomfortable","Unsafe","Courteous","Long waiting times Overcrowding High fares Reckless driving Poor road conditions",1,1,1,1,1,"Often","Concerned",TRUE,"Cost Availability",1,0,0,0,1,"Severe","Evening [4–8 pm]","30–60 minutes",TRUE,"Students Persons with disabilities",0,1,0,1,0,"Use alternative routes Switch to another transport mode",0,1,1,0,TRUE,"Agree","Expanding road networks Developing bus rapid transit [BRT]",1,0,1,0,"Effective","Good",TRUE,"Congestion High fares Safety issues",1,0,0,1,1,"Agree",TRUE
"Sofoline – Adum Road","Male","56 years and above","Divorced/Separated","Senior High School (SHS)","Public sector employee","GHC 2,000 and above","1–3 years","Trotro (minibus)",1,0,0,0,"Work/Business Shopping/Errands Social/Religious activities",1,0,1,1,"3–5 times",12,"Affordable","Dissatisfied","Uncomfortable","Unsafe","Rude","Long waiting times Overcrowding High fares Reckless driving Poor road conditions",1,1,1,1,1,"Sometimes","Concerned",FALSE,"Cost Availability",1,0,0,0,1,"Severe","Evening [4–8 pm]","30–60 minutes",TRUE,"Persons with disabilities Elderly",0,0,0,1,1,"Use alternative routes Switch to another transport mode",0,1,1,0,TRUE,"Agree","Expanding road networks Building pedestrian walkways Developing bus rapid transit [BRT] Improving traffic management systems",1,1,1,1,"Effective","Good",TRUE,"Inadequate services Poor infrastructure High fares Safety issues",0,1,1,1,1,"Agree",TRUE
"Sofoline – Adum Road","Female","36–45 years","Divorced/Separated","No formal education","Self-employed/trader","GHC 2,000 and above","More than 10 years","Trotro (minibus) Taxi Tricycle (Pragya)",1,1,1,0,"Work/Business Shopping/Errands Social/Religious activities",1,0,1,1,"More than 7 times",15,"Affordable","Dissatisfied","Uncomfortable","Unsafe","Courteous","Long waiting times",1,0,0,0,0,"Often","Concerned",FALSE,"Cost Availability",1,0,0,0,1,"Severe","Evening [4–8 pm]","30–60 minutes",TRUE,"Students Persons with disabilities Elderly",0,1,0,1,1,"Switch to another transport mode Wait patiently",0,0,1,1,TRUE,"Agree","Expanding road networks Building pedestrian walkways Developing bus rapid transit [BRT] Improving traffic management systems",1,1,1,1,"Effective","Excellent",TRUE,"Inadequate services Poor infrastructure Safety issues",0,1,1,0,1,"Agree",TRUE
"Sofoline – Adum Road","Male","18–25 years","Single","Tertiary (College/University/Polytechnic)","Public sector employee","GHC 2,000 and above","More than 10 years","Trotro (minibus)",1,0,0,0,"Work/Business Shopping/Errands",1,0,1,0,"More than 7 times",20,"Expensive","Satisfied","Uncomfortable","Unsafe","Rude","Long waiting times Overcrowding Reckless driving",1,1,0,1,0,"Often","Concerned",FALSE,"Cost Speed Availability",1,1,0,0,1,"Severe","Evening [4–8 pm]","30–60 minutes",TRUE,"Students Persons with disabilities Elderly",0,1,0,1,1,"Use alternative routes Switch to another transport mode",0,1,1,0,TRUE,"Agree","Expanding road networks Developing bus rapid transit [BRT]",1,0,1,0,"Effective","Good",TRUE,"Inadequate services Poor infrastructure Safety issues",0,1,1,0,1,"Strongly agree",TRUE
"Sofoline – Adum Road","Female","36–45 years","Married","Tertiary (College/University/Polytechnic)","Public sector employee","GHC 2,000 and above","More than 10 years","Trotro (minibus) Taxi",1,1,0,0,"Work/Business Shopping/Errands Social/Religious activities",1,0,1,1,"3–5 times",15,"Affordable","Satisfied","Uncomfortable","Unsafe","Courteous","Long waiting times Overcrowding High fares Reckless driving Poor road conditions",1,1,1,1,1,"Often","Concerned",FALSE,"Cost Availability",1,0,0,0,1,"Severe","Evening [4–8 pm]","30–60 minutes",TRUE,"Persons with disabilities Elderly",0,0,0,1,1,"Use alternative routes Switch to another transport mode",0,1,1,0,TRUE,"Disagree","Building pedestrian walkways",0,1,0,0,"Effective","Good",TRUE,"Congestion Inadequate services Poor infrastructure High fares Safety issues",1,1,1,1,1,"Agree",TRUE
"Sofoline – Adum Road","Male","46–55 years","Divorced/Separated","Tertiary (College/University/Polytechnic)","Private sector employee","GHC 2,000 and above","More than 10 years","Trotro (minibus) Taxi",1,1,0,0,"Work/Business Shopping/Errands Social/Religious activities",1,0,1,1,"3–5 times",15,"Affordable","Satisfied","Comfortable","Unsafe","Courteous","Overcrowding High fares Reckless driving",0,1,1,1,0,"Often","Concerned",FALSE,"Cost Availability",1,0,0,0,1,"Severe","Evening [4–8 pm]","30–60 minutes",TRUE,"Persons with disabilities",0,0,0,1,0,"Use alternative routes",0,1,0,0,TRUE,"Agree","Building pedestrian walkways Developing bus rapid transit [BRT]",0,1,1,0,"Effective","Good",TRUE,"Congestion Inadequate services High fares Safety issues",1,1,0,1,1,"Agree",TRUE
"Sofoline – Adum Road","Female","36–45 years","Married","Tertiary (College/University/Polytechnic)","Private sector employee","GHC 2,000 and above","7–10 years","Trotro (minibus)",1,0,0,0,"Work/Business",1,0,0,0,"1–2 times",20,"Affordable","Dissatisfied","Uncomfortable","Unsafe","Courteous","Long waiting times Overcrowding High fares Reckless driving Poor road conditions",1,1,1,1,1,"Often","Concerned",FALSE,"Cost Speed Availability",1,1,0,0,1,"Severe","Evening [4–8 pm]","30–60 minutes",TRUE,"Persons with disabilities",0,0,0,1,0,"Use alternative routes",0,1,0,0,TRUE,"Agree","Expanding road networks Developing bus rapid transit [BRT]",1,0,1,0,"Effective","Fair",TRUE,"Congestion Inadequate services Poor infrastructure Safety issues",1,1,1,0,1,"Agree",TRUE
"Sofoline – Adum Road","Female","26–35 years","Married","Senior High School (SHS)","Self-employed/trader","GHC 2,000 and above","7–10 years","Trotro (minibus) Taxi",1,1,0,0,"Work/Business Shopping/Errands Social/Religious activities",1,0,1,1,"3–5 times",20,"Affordable","Dissatisfied","Uncomfortable","Unsafe","Rude","Long waiting times High fares Reckless driving",1,0,1,1,0,"Often","Concerned",FALSE,"Cost Speed Availability",1,1,0,0,1,"Severe","Evening [4–8 pm]","30–60 minutes",TRUE,"Students Persons with disabilities",0,1,0,1,0,"Use alternative routes",0,1,0,0,TRUE,"Agree","Expanding road networks Developing bus rapid transit [BRT]",1,0,1,0,"Effective","Good",TRUE,"Inadequate services Poor infrastructure High fares",0,1,1,1,0,"Agree",TRUE
"Sofoline – Adum Road","Female","26–35 years","Married","Senior High School (SHS)","Private sector employee","GHC 2,000 and above","7–10 years","Trotro (minibus) Taxi",1,1,0,0,"Work/Business Shopping/Errands",1,0,1,0,"6–7 times",20,"Expensive","Dissatisfied","Uncomfortable","Unsafe","Courteous","Long waiting times Overcrowding Reckless driving",1,1,0,1,0,"Sometimes","Very concerned",FALSE,"Cost Speed Availability",1,1,0,0,1,"Very severe","Evening [4–8 pm]","30–60 minutes",TRUE,"Persons with disabilities Elderly",0,0,0,1,1,"Leave home early Use alternative routes Switch to another transport mode",1,1,1,0,TRUE,"Agree","Expanding road networks Developing bus rapid transit [BRT]",1,0,1,0,"Effective","Good",TRUE,"Inadequate services High fares",0,1,0,1,0,"Agree",TRUE
"Sofoline – Adum Road","Female","46–55 years","Divorced/Separated","Junior High School (JHS)","Self-employed/trader","GHC 2,000 and above","More than 10 years","Trotro (minibus) Taxi Tricycle (Pragya)",1,1,1,0,"Work/Business Shopping/Errands",1,0,1,0,"6–7 times",12,"Expensive","Dissatisfied","Uncomfortable","Unsafe","Courteous","Long waiting times Overcrowding Reckless driving Poor road conditions",1,1,0,1,1,"Often","Concerned",FALSE,"Cost Speed Availability",1,1,0,0,1,"Very severe","Evening [4–8 pm]","30–60 minutes",TRUE,"Persons with disabilities",0,0,0,1,0,"Use alternative routes Switch to another transport mode",0,1,1,0,TRUE,"Agree","Expanding road networks Developing bus rapid transit [BRT]",1,0,1,0,"Effective","Fair",TRUE,"Congestion Inadequate services",1,1,0,0,0,"Strongly agree",TRUE
"Sofoline – Adum Road","Male","36–45 years","Widowed","Tertiary (College/University/Polytechnic)","Private sector employee","GHC 1,500 – 1,999","1–3 years","Trotro (minibus)",1,0,0,0,"Work/Business Shopping/Errands",1,0,1,0,"1–2 times",15,"Affordable","Dissatisfied","Uncomfortable","Very unsafe","Very rude","Long waiting times Overcrowding High fares Reckless driving Poor road conditions",1,1,1,1,1,"Often","Concerned",FALSE,"Cost Speed Availability",1,1,0,0,1,"Severe","Evening [4–8 pm]","30–60 minutes",TRUE,"Students",0,1,0,0,0,"Use alternative routes",0,1,0,0,TRUE,"Agree","Developing bus rapid transit [BRT]",0,0,1,0,"Effective","Good",TRUE,"Poor infrastructure High fares Safety issues",0,0,1,1,1,"Agree",TRUE
"Ejisu– Kejetia Road","Female","36–45 years","Married","Junior High School (JHS)","Self-employed/trader","Below GHC 500","Less than 1 year","Trotro (minibus)",1,0,0,0,"Work/Business",1,0,0,0,"More than 7 times",6,"Affordable","Dissatisfied","Uncomfortable","Unsafe","Courteous","Overcrowding",0,1,0,0,0,"Sometimes","Concerned",FALSE,"Cost",1,0,0,0,0,"Severe","Morning [6–9 am]","30–60 minutes",TRUE,"Workers Students",1,1,0,0,0,"Leave home early",1,0,0,0,FALSE,"Agree","Improving traffic management systems",0,0,0,1,"Effective","Good",FALSE,"Poor infrastructure",0,0,1,0,0,"Disagree",FALSE
"Ejisu– Kejetia Road","Female","46–55 years","Married","Primary education","Self-employed/trader","GHC 1,500 – 1,999","More than 10 years","Trotro (minibus) Taxi",1,1,0,0,"Work/Business Social/Religious activities",1,0,0,1,"3–5 times",25,"Expensive","Satisfied","Uncomfortable","Very unsafe","Very rude","Long waiting times High fares",1,0,1,0,0,"Sometimes","Slightly concerned",TRUE,"Cost Availability",1,0,0,0,1,"Moderate","Evening [4–8 pm]","1–2 hours",FALSE,"Traders/Market women,",0,0,1,0,0,"Wait patiently",0,0,0,1,FALSE,"Disagree","Expanding road networks",1,0,0,0,"Effective","Good",FALSE,"Poor infrastructure",0,0,1,0,0,"Agree",TRUE
"Ejisu– Kejetia Road","Male","36–45 years","Married","Tertiary (College/University/Polytechnic)","Private sector employee","GHC 1,500 – 1,999","4–6 years","Tricycle (Pragya)",0,0,1,0,"Work/Business",1,0,0,0,"More than 7 times",5,"Affordable","Satisfied","Comfortable","Unsafe","Very courteous","Reckless driving",0,0,0,1,0,"Sometimes","Concerned",FALSE,"Availability",0,0,0,0,1,"Severe","Morning [6–9 am]","30–60 minutes",FALSE,"Workers Students Traders/Market women,",1,1,1,0,0,"Wait patiently",0,0,0,1,FALSE,"Disagree","Improving traffic management systems",0,0,0,1,"Ineffective","Good",FALSE,"Poor infrastructure",0,0,1,0,0,"Disagree",FALSE
"Ejisu– Kejetia Road","Male","56 years and above","Married","Junior High School (JHS)","Unemployed",NA,"7–10 years","Trotro (minibus)",1,0,0,0,"Social/Religious activities",0,0,0,1,"3–5 times",6,"Affordable","Satisfied","Uncomfortable","Safe","Courteous","Overcrowding Reckless driving",0,1,0,1,0,"Sometimes","Concerned",FALSE,"Availability",0,0,0,0,1,"Moderate","Afternoon [12–3 pm]","30–60 minutes",FALSE,"Workers",1,0,0,0,0,"Wait patiently",0,0,0,1,FALSE,"Strongly disagree","Improving traffic management systems",0,0,0,1,"Ineffective","Fair",FALSE,"Poor infrastructure Safety issues",0,0,1,0,1,"strongly disagree",FALSE
"Ejisu– Kejetia Road","Male","26–35 years","Married","Tertiary (College/University/Polytechnic)","Private sector employee","GHC 2,000 and above","7–10 years","Trotro (minibus) Tricycle (Pragya)",1,0,1,0,"Work/Business Shopping/Errands",1,0,1,0,"3–5 times",5,"Affordable","Satisfied","Very uncomfortable","Unsafe","Rude","Long waiting times Overcrowding Reckless driving",1,1,0,1,0,"Sometimes","Slightly concerned",FALSE,"Availability",0,0,0,0,1,"Severe","Morning [6–9 am]","30–60 minutes",TRUE,"Workers Students Traders/Market women,",1,1,1,0,0,"Leave home early Wait patiently",1,0,0,1,FALSE,"Disagree","Expanding road networks Building pedestrian walkways",1,1,0,0,"Ineffective","Good",FALSE,"Inadequate services Poor infrastructure",0,1,1,0,0,"Disagree",FALSE
"Ejisu– Kejetia Road","Female","46–55 years","Married","No formal education","Public sector employee","GHC 2,000 and above","1–3 years","Trotro (minibus)",1,0,0,0,"Work/Business School/Education",1,1,0,0,"6–7 times",7,"Affordable","Dissatisfied","Uncomfortable","Very unsafe","Very rude","Long waiting times Reckless driving",1,0,0,1,0,"Often","Concerned",FALSE,"Availability",0,0,0,0,1,"Very severe","Morning [6–9 am]","30–60 minutes",TRUE,"Students",0,1,0,0,0,"Leave home early",1,0,0,0,FALSE,"Disagree","Expanding road networks Improving traffic management systems",1,0,0,1,"Effective","Poor",FALSE,"Congestion Safety issues",1,0,0,0,1,"Agree",FALSE
"Kejetia– Santasi Road","Male","18–25 years","Single","Senior High School (SHS)","Unemployed",NA,"1–3 years","Trotro (minibus)",1,0,0,0,"School/Education Social/Religious activities",0,1,0,1,"3–5 times",3,"Expensive","Satisfied","Comfortable","Safe","Courteous","Overcrowding",0,1,0,0,0,"Rarely","Slightly concerned",FALSE,"Cost",1,0,0,0,0,"Severe","Afternoon [12–3 pm]","30–60 minutes",FALSE,"Workers",1,0,0,0,0,"Use alternative routes",0,1,0,0,FALSE,"Disagree","Improving traffic management systems",0,0,0,1,"Ineffective","Good",FALSE,"Congestion",1,0,0,0,0,"Agree",FALSE
"Ejisu– Kejetia Road","Female","26–35 years","Married","Senior High School (SHS)","Self-employed/trader","GHC 1,000 – 1,499","7–10 years","Trotro (minibus)",1,0,0,0,"Work/Business",1,0,0,0,"3–5 times",4,"Affordable","Satisfied","Uncomfortable","Safe","Courteous","Overcrowding Reckless driving",0,1,0,1,0,"Sometimes","Very concerned",FALSE,"Availability",0,0,0,0,1,"Severe","Morning [6–9 am]","Less than 30 minutes",FALSE,"Workers Traders/Market women,",1,0,1,0,0,"Wait patiently",0,0,0,1,FALSE,"Agree","Developing bus rapid transit [BRT] Improving traffic management systems",0,0,1,1,"Ineffective","Fair",FALSE,"Poor infrastructure High fares",0,0,1,1,0,"Disagree",TRUE
"Ejisu– Kejetia Road","Male","36–45 years","Married","Senior High School (SHS)","Private sector employee","GHC 1,500 – 1,999","4–6 years","Taxi",0,1,0,0,"Work/Business",1,0,0,0,"More than 7 times",7,"Expensive","Dissatisfied","Comfortable","Safe","Rude","Long waiting times",1,0,0,0,0,"Sometimes","Very concerned",FALSE,"Availability",0,0,0,0,1,"Severe","Morning [6–9 am]","30–60 minutes",FALSE,"Workers",1,0,0,0,0,"Leave home early",1,0,0,0,FALSE,"Disagree","Expanding road networks",1,0,0,0,"Ineffective","Good",FALSE,"High fares",0,0,0,1,0,"Strongly agree",FALSE
"Ejisu– Kejetia Road","Male","26–35 years","Married","Junior High School (JHS)","Self-employed/trader","GHC 500 – 999","1–3 years","Trotro (minibus)",1,0,0,0,"Work/Business",1,0,0,0,"6–7 times",7,"Affordable","Dissatisfied","Comfortable","Safe","Courteous","Overcrowding",0,1,0,0,0,"Often","Concerned",FALSE,"Speed",0,1,0,0,0,"Very severe","Morning [6–9 am]","30–60 minutes",FALSE,"Workers",1,0,0,0,0,"Leave home early",1,0,0,0,FALSE,"Strongly disagree","Improving traffic management systems",0,0,0,1,"Ineffective","Poor",FALSE,"High fares",0,0,0,1,0,"Disagree",FALSE
"Ejisu– Kejetia Road","Female","18–25 years","Single","Senior High School (SHS)","Private sector employee","GHC 1,000 – 1,499","More than 10 years","Trotro (minibus)",1,0,0,0,"Shopping/Errands",0,0,1,0,"6–7 times",5,"Expensive","Very dissatisfied","Comfortable","Unsafe","Courteous","Long waiting times Poor road conditions",1,0,0,0,1,"Rarely","Not concerned",FALSE,"Cost",1,0,0,0,0,"Very severe","Afternoon [12–3 pm]","30–60 minutes",TRUE,"Workers",1,0,0,0,0,"Leave home early",1,0,0,0,FALSE,"Disagree","Developing bus rapid transit [BRT]",0,0,1,0,"Ineffective","Poor",TRUE,"Safety issues",0,0,0,0,1,"Disagree",FALSE
"Adum- Tafo Road","Female","Below 18 years","Single","Senior High School (SHS)","Student","Below GHC 500","1–3 years","Trotro (minibus)",1,0,0,0,"School/Education Shopping/Errands",0,1,1,0,"3–5 times",6,"Expensive","Dissatisfied","Uncomfortable","Unsafe","Rude","Long waiting times Overcrowding",1,1,0,0,0,"Often","Concerned",FALSE,"Cost Availability",1,0,0,0,1,"Severe","Afternoon [12–3 pm]","Less than 30 minutes",FALSE,"Workers Students",1,1,0,0,0,"Leave home early Wait patiently",1,0,0,1,TRUE,"Strongly disagree","Expanding road networks Building pedestrian walkways Developing bus rapid transit [BRT] Improving traffic management systems",1,1,1,1,"Ineffective","Fair",FALSE,"Congestion Inadequate services",1,1,0,0,0,"Strongly agree",TRUE
"Adum- Tafo Road","Male","Below 18 years","Single","Senior High School (SHS)","Student","Below GHC 500","4–6 years","Trotro (minibus)",1,0,0,0,"School/Education Shopping/Errands",0,1,1,0,"3–5 times",7,"Expensive","Dissatisfied","Uncomfortable","Unsafe","Rude","Long waiting times Overcrowding High fares Poor road conditions",1,1,1,0,1,"Often","Concerned",FALSE,"Cost Speed Availability",1,1,0,0,1,"Very severe","Afternoon [12–3 pm]","Less than 30 minutes",FALSE,"Workers Students Traders/Market women,",1,1,1,0,0,"Leave home early Wait patiently",1,0,0,1,FALSE,"Agree","Expanding road networks Building pedestrian walkways Developing bus rapid transit [BRT] Improving traffic management systems",1,1,1,1,"Effective","Fair",FALSE,"Congestion Inadequate services Poor infrastructure",1,1,1,0,0,"Strongly agree",TRUE
"Adum- Tafo Road","Female","56 years and above","Married","No formal education","Self-employed/trader","GHC 1,000 – 1,499","More than 10 years","Trotro (minibus) Tricycle (Pragya)",1,0,1,0,"Shopping/Errands",0,0,1,0,"1–2 times",10,"Very expensive","Very dissatisfied","Very uncomfortable","Unsafe","Very rude","Long waiting times Overcrowding High fares",1,1,1,0,0,"Always","Very concerned",TRUE,"Cost Comfort  Availability",1,0,1,0,1,"Very severe","Evening [4–8 pm]","More than 2 hours",FALSE,"Workers Students Elderly",1,1,0,0,1,"Leave home early",1,0,0,0,TRUE,"Strongly agree","Expanding road networks Building pedestrian walkways Developing bus rapid transit [BRT] Improving traffic management systems",1,1,1,1,"Ineffective","Poor",FALSE,"Congestion Inadequate services Poor infrastructure High fares",1,1,1,1,0,"Strongly agree",TRUE
"Adum- Tafo Road","Female","26–35 years","Married","Primary education","Self-employed/trader","GHC 2,000 and above","4–6 years","Trotro (minibus) Tricycle (Pragya)",1,0,1,0,"Work/Business Shopping/Errands",1,0,1,0,"3–5 times",5,"Expensive","Dissatisfied","Uncomfortable","Safe","Rude","Long waiting times Overcrowding High fares Reckless driving Poor road conditions",1,1,1,1,1,"Often","Very concerned",TRUE,"Cost Comfort  Availability",1,0,1,0,1,"Very severe","Evening [4–8 pm]","30–60 minutes",FALSE,"Workers Students Traders/Market women,",1,1,1,0,0,"Leave home early Wait patiently",1,0,0,1,TRUE,"Strongly agree","Expanding road networks Building pedestrian walkways Developing bus rapid transit [BRT] Improving traffic management systems",1,1,1,1,"Ineffective","Poor",FALSE,"Congestion Inadequate services Poor infrastructure",1,1,1,0,0,"Strongly agree",TRUE
"Adum- Tafo Road","Female","36–45 years","Married","Junior High School (JHS)","Self-employed/trader","GHC 1,500 – 1,999","7–10 years","Trotro (minibus)",1,0,0,0,"Shopping/Errands",0,0,1,0,"1–2 times",10,"Very expensive","Very dissatisfied","Very uncomfortable","Very unsafe","Very rude","Long waiting times Overcrowding High fares Reckless driving Poor road conditions",1,1,1,1,1,"Always","Very concerned",TRUE,"Availability",0,0,0,0,1,"Very severe","Afternoon [12–3 pm]","More than 2 hours",FALSE,"Workers Students Traders/Market women,",1,1,1,0,0,"Leave home early Wait patiently",1,0,0,1,TRUE,"Disagree","Expanding road networks Building pedestrian walkways Improving traffic management systems",1,1,0,1,"Ineffective","Fair",FALSE,"Congestion Inadequate services Poor infrastructure High fares Safety issues",1,1,1,1,1,"Strongly agree",TRUE
"Adum- Tafo Road","Female","46–55 years","Married","Primary education","Self-employed/trader","GHC 1,500 – 1,999","More than 10 years","Trotro (minibus)",1,0,0,0,"Shopping/Errands",0,0,1,0,"1–2 times",10,"Expensive","Very dissatisfied","Very uncomfortable","Unsafe","Very rude","Long waiting times Overcrowding High fares Reckless driving Poor road conditions",1,1,1,1,1,"Always","Very concerned",FALSE,"Cost Safety  Availability",1,0,0,1,1,"Very severe","Afternoon [12–3 pm]","More than 2 hours",FALSE,"Workers Students Traders/Market women, Persons with disabilities",1,1,1,1,0,"Leave home early Switch to another transport mode Wait patiently",1,0,1,1,TRUE,"Strongly agree","Expanding road networks Building pedestrian walkways Improving traffic management systems",1,1,0,1,"Ineffective","Poor",FALSE,"Congestion Inadequate services High fares Safety issues",1,1,0,1,1,"Strongly agree",TRUE
"Adum- Tafo Road","Female","56 years and above","Single","Junior High School (JHS)","Self-employed/trader","GHC 2,000 and above","More than 10 years","Trotro (minibus)",1,0,0,0,"Work/Business Shopping/Errands",1,0,1,0,"1–2 times",10,"Expensive","Dissatisfied","Comfortable","Safe","Rude","Long waiting times Overcrowding High fares Poor road conditions",1,1,1,0,1,"Always","Very concerned",FALSE,"Cost Availability",1,0,0,0,1,"Very severe","Afternoon [12–3 pm]","More than 2 hours",FALSE,"Workers Students Traders/Market women, Persons with disabilities",1,1,1,1,0,"Leave home early Use alternative routes Wait patiently",1,1,0,1,FALSE,"Strongly agree","Expanding road networks Building pedestrian walkways Developing bus rapid transit [BRT] Improving traffic management systems",1,1,1,1,"very ineffective","Fair",FALSE,"Congestion Inadequate services Poor infrastructure High fares Safety issues",1,1,1,1,1,"Agree",TRUE
"Adum- Tafo Road","Male","26–35 years","Married","Senior High School (SHS)","Public sector employee","GHC 2,000 and above","4–6 years","Trotro (minibus)",1,0,0,0,"Work/Business",1,0,0,0,"3–5 times",10,"Expensive","Dissatisfied","Uncomfortable","Unsafe","Courteous","Long waiting times",1,0,0,0,0,"Always","Very concerned",FALSE,"Cost Availability",1,0,0,0,1,"Very severe","Afternoon [12–3 pm]","More than 2 hours",FALSE,"Workers Students Traders/Market women,",1,1,1,0,0,"Leave home early Wait patiently",1,0,0,1,TRUE,"Strongly agree","Expanding road networks Building pedestrian walkways Developing bus rapid transit [BRT] Improving traffic management systems",1,1,1,1,"Ineffective","Fair",FALSE,"Congestion Inadequate services Poor infrastructure High fares Safety issues",1,1,1,1,1,"Agree",TRUE
"Adum- Tafo Road","Male","18–25 years","Single","Senior High School (SHS)","Student","GHC 1,000 – 1,499","4–6 years","Trotro (minibus)",1,0,0,0,"School/Education Shopping/Errands",0,1,1,0,"1–2 times",13,"Expensive","Dissatisfied","Uncomfortable","Unsafe","Rude","Long waiting times Overcrowding High fares Poor road conditions",1,1,1,0,1,"Always","Very concerned",FALSE,"Cost Comfort  Availability",1,0,1,0,1,"Very severe","Afternoon [12–3 pm]","1–2 hours",FALSE,"Workers Students Traders/Market women,",1,1,1,0,0,"Leave home early Wait patiently",1,0,0,1,FALSE,"Strongly agree","Expanding road networks Building pedestrian walkways Developing bus rapid transit [BRT] Improving traffic management systems",1,1,1,1,"Ineffective","Fair",FALSE,"Congestion Inadequate services Poor infrastructure High fares Safety issues",1,1,1,1,1,"Strongly agree",TRUE
